hits,misses,false_alarms,correct_negatives,pod,far,csi,frequency_bias,observed_event_rate,forecast_event_rate,model,obs,lead_day,threshold_mm_day,season
140,1075,663,45226,0.11522633744855967,0.825653798256538,0.07454739084132056,0.6609053497942387,0.025793987771739132,0.017047384510869564,neuralgcm,CHIRPS,1,20,MAM
12163,5263,6088,23590,0.6979800298404683,0.33357076324584956,0.5172663094326784,1.047343050614025,0.36994735054347827,0.3874617866847826,fourcastnet,CHIRPS,3,1,MAM
2997,5778,2523,35806,0.3415384615384615,0.45706521739130435,0.2652681890600106,0.629059829059829,0.18628991168478262,0.1171875,fourcastnet,CHIRPS,3,5,MAM
761,3564,1057,41722,0.17595375722543352,0.5814081408140814,0.14139725009290227,0.42034682080924857,0.09181810461956522,0.038595448369565216,fourcastnet,CHIRPS,3,10,MAM
59,1156,162,45727,0.048559670781893,0.7330316742081447,0.042846768336964415,0.18189300411522633,0.025793987771739132,0.004691745923913043,fourcastnet,CHIRPS,3,20,MAM
13623,3803,6923,22755,0.7817628830483186,0.3369512313832376,0.5594890960614399,1.1790428095948582,0.36994735054347827,0.43618376358695654,gencast,CHIRPS,3,1,MAM
4836,3939,4132,34197,0.5511111111111111,0.46074933095450493,0.37468040598125046,1.021994301994302,0.18628991168478262,0.19038722826086957,gencast,CHIRPS,3,5,MAM
1372,2953,1867,40912,0.31722543352601157,0.5764124729854894,0.22157622739018087,0.7489017341040463,0.09181810461956522,0.06876273777173914,gencast,CHIRPS,3,10,MAM
165,1050,416,45473,0.13580246913580246,0.7160068846815835,0.10116492949110975,0.47818930041152263,0.025793987771739132,0.012334408967391304,gencast,CHIRPS,3,20,MAM
13792,3634,11135,18543,0.7914610352347068,0.4467043767801982,0.48289625713385387,1.430448754734305,0.36994735054347827,0.529190726902174,graphcast,CHIRPS,3,1,MAM
3173,5602,4017,34312,0.3615954415954416,0.5586926286509041,0.24804565353345842,0.8193732193732194,0.18628991168478262,0.15264096467391305,graphcast,CHIRPS,3,5,MAM
636,3689,1618,41161,0.1470520231213873,0.7178349600709849,0.10701665825340737,0.5211560693641618,0.09181810461956522,0.0478515625,graphcast,CHIRPS,3,10,MAM
